grid_id,geometry,公交站2020,商业2020,地铁站2020,教育2020,文化2020,road_weight
126,"POLYGON ((-9785448 5153881, -9784948 5153881, -9784948 5153595.024244762, -9784982.469395235 5153594.276386732, -9784993.0693866 5153594.046303029, -9785092.170668948 5153591.893946966, -9785154.479042446 5153590.540793442, -9785163.965274353 5153590.3347488735, -9785189.020925347 5153589.787756947, -9785371.538631266 5153585.823989807, -9785371.969348727 5153585.814656928, -9785387.170846712 5153585.484399072, -9785387.171665145 5153585.484403189, -9785387.185048593 5153585.484059788, -9785403.618453775 5153585.126950359, -9785406.581667317 5153585.946808822, -9785448 5153597.406576556, -9785448 5153881))",0,0,0,0,0,28363.872
127,"POLYGON ((-9785448 5154381, -9784948 5154381, -9784948 5153881, -9785448 5153881, -9785448 5154381))",0,0,0,0,0,33372.547
128,"POLYGON ((-9785448 5154881, -9784948 5154881, -9784948 5154381, -9785448 5154381, -9785448 5154881))",0,0,0,0,0,6418.197
129,"POLYGON ((-9785448 5155381, -9784948 5155381, -9784948 5154881, -9785448 5154881, -9785448 5155381))",0,0,0,0,0,6216.866
130,"POLYGON ((-9785448 5155881, -9784948 5155881, -9784948 5155381, -9785448 5155381, -9785448 5155881))",0,0,0,0,0,5290.621
131,"POLYGON ((-9785448 5156381, -9784948 5156381, -9784948 5155881, -9785448 5155881, -9785448 5156381))",0,0,0,0,0,0
132,"POLYGON ((-9785448 5156881, -9784948 5156881, -9784948 5156381, -9785448 5156381, -9785448 5156881))",0,0,0,0,0,26809.748
133,"POLYGON ((-9785448 5157381, -9784948 5157381, -9784948 5156881, -9785448 5156881, -9785448 5157381))",1,21,0,0,0,14972.349
134,"POLYGON ((-9785448 5157881, -9784948 5157881, -9784948 5157381, -9785448 5157381, -9785448 5157881))",2,7,2,0,0,83561.036
135,"POLYGON ((-9785448 5158381, -9784948 5158381, -9784948 5157881, -9785448 5157881, -9785448 5158381))",0,0,0,0,0,119815.575
136,"POLYGON ((-9785448 5158881, -9784948 5158881, -9784948 5158381, -9785448 5158381, -9785448 5158881))",0,0,0,0,0,0
137,"POLYGON ((-9785448 5159381, -9784948 5159381, -9784948 5158881, -9785448 5158881, -9785448 5159381))",0,0,0,0,0,0
138,"POLYGON ((-9785448 5159881, -9784948 5159881, -9784948 5159381, -9785448 5159381, -9785448 5159881))",0,0,0,0,0,0
139,"POLYGON ((-9785448 5160381, -9784948 5160381, -9784948 5159881, -9785448 5159881, -9785448 5160381))",0,0,0,0,0,16169.652
140,"POLYGON ((-9785448 5160881, -9784948 5160881, -9784948 5160381, -9785448 5160381, -9785448 5160881))",0,0,0,0,0,19902.172
141,"MULTIPOLYGON (((-9784948 5160881, -9785448 5160881, -9785448 5161381, -9785178.692818377 5161381, -9785167.904359808 5161373.102100383, -9785125.221273098 5161341.854760112, -9785107.071689187 5161328.567750446, -9785091.205713386 5161316.95245467, -9785011.213983975 5161258.391013214, -9784999.83829236 5161250.062867086, -9784969.425301967 5161227.797390392, -9784955.890463535 5161217.8884219015, -9784948 5161212.111729228, -9784948 5160881)), ((-9784948 5161381, -9784948 5161300.194903747, -9784963.374506624 5161311.392815133, -9784986.330451673 5161328.112448108, -9785014.588665897 5161348.693807172, -9785037.931674968 5161365.6951703755, -9785058.945535908 5161381, -9784948 5161381)))",0,0,0,0,0,20439.389
142,"POLYGON ((-9785448 5161381, -9785448 5161881, -9784948 5161881, -9784948 5161381, -9785058.945535908 5161381, -9785086.915967476 5161401.371443919, -9785101.371281043 5161411.8994888505, -9785119.950399904 5161425.430971579, -9785178.359270684 5161467.970620441, -9785203.864387177 5161486.546057649, -9785221.992384827 5161499.748594717, -9785251.128163345 5161520.967996831, -9785251.007396374 5161552.599120029, -9785250.892600024 5161582.688159479, -9785300.824437033 5161580.479346383, -9785351.68818741 5161578.22913231, -9785351.689375538 5161578.22905608, -9785380.214768032 5161576.966917722, -9785413.000532052 5161575.516199387, -9785426.886847029 5161574.901674293, -9785435.228827424 5161574.532523925, -9785435.331170456 5161547.468218403, -9785435.412264768 5161526.018769204, -9785435.462259412 5161512.79591205, -9785427.360136474 5161511.180658917, -9785402.232971905 5161506.171182155, -9785392.387969162 5161504.208426006, -9785330.007507619 5161491.771632348, -9785282.109281631 5161456.707580286, -9785257.780289458 5161438.8973421035, -9785231.873241682 5161419.931756762, -9785178.692818377 5161381, -9785448 5161381))",0,0,0,0,0,30167.044
143,"POLYGON ((-9784948 5161881, -9785448 5161881, -9785448 5162263.414684592, -9785432.653034685 5162257.912279601, -9785421.84240138 5162254.015307374, -9785256.547177186 5162194.428887175, -9785248.567199623 5162191.552216475, -9785248.667401986 5162165.332169493, -9785192.231815493 5162144.913880987, -9785178.18747349 5162139.832581629, -9785136.222819572 5162124.649533026, -9785098.3571212 5162110.949314999, -9785038.842221811 5162089.415835939, -9785005.83698834 5162077.473838511, -9784969.519099021 5162064.333077791, -9784948 5162056.546822189, -9784948 5161881))",0,0,0,0,0,45783.006
144,"POLYGON ((-9784948 5153881, -9784448 5153881, -9784448 5153605.86254965, -9784450.504677936 5153605.808328479, -9784462.128079178 5153605.556608137, -9784649.190482 5153601.5032178555, -9784683.061972983 5153600.772417297, -9784948 5153595.024244762, -9784948 5153881))",0,0,0,0,0,29838.695
145,"POLYGON ((-9784948 5154381, -9784448 5154381, -9784448 5153881, -9784948 5153881, -9784948 5154381))",0,0,0,0,0,13690.908
146,"POLYGON ((-9784948 5154881, -9784448 5154881, -9784448 5154381, -9784948 5154381, -9784948 5154881))",0,0,0,0,0,13343.397
147,"POLYGON ((-9784948 5155381, -9784448 5155381, -9784448 5154881, -9784948 5154881, -9784948 5155381))",0,0,0,0,0,10745.207
148,"POLYGON ((-9784948 5155881, -9784448 5155881, -9784448 5155381, -9784948 5155381, -9784948 5155881))",0,0,0,0,0,9169.154
149,"POLYGON ((-9784948 5156381, -9784448 5156381, -9784448 5155881, -9784948 5155881, -9784948 5156381))",0,0,0,0,0,0
150,"POLYGON ((-9784948 5156881, -9784448 5156881, -9784448 5156381, -9784948 5156381, -9784948 5156881))",0,0,0,0,0,23820.264
151,"POLYGON ((-9784948 5157381, -9784448 5157381, -9784448 5156881, -9784948 5156881, -9784948 5157381))",0,5,0,0,0,12976.585
152,"POLYGON ((-9784948 5157881, -9784448 5157881, -9784448 5157381, -9784948 5157381, -9784948 5157881))",0,5,0,0,0,48817.504
153,"POLYGON ((-9784948 5158381, -9784448 5158381, -9784448 5157881, -9784948 5157881, -9784948 5158381))",0,0,0,0,0,77334.407
154,"POLYGON ((-9784948 5158881, -9784448 5158881, -9784448 5158381, -9784948 5158381, -9784948 5158881))",0,0,0,0,0,0
155,"POLYGON ((-9784948 5159381, -9784448 5159381, -9784448 5158881, -9784948 5158881, -9784948 5159381))",0,0,0,0,0,0
156,"POLYGON ((-9784948 5159881, -9784448 5159881, -9784448 5159381, -9784948 5159381, -9784948 5159881))",0,0,0,0,0,4997.677
157,"POLYGON ((-9784948 5160381, -9784448 5160381, -9784448 5159881, -9784948 5159881, -9784948 5160381))",0,0,0,0,0,5525.883
158,"POLYGON ((-9784948 5160881, -9784448 5160881, -9784448 5160381, -9784948 5160381, -9784948 5160881))",0,0,0,0,0,519.656
159,"MULTIPOLYGON (((-9784448 5160881, -9784948 5160881, -9784948 5161212.111729228, -9784932.342462655 5161200.648678816, -9784895.504875556 5161202.281328028, -9784852.234320726 5161204.210014129, -9784852.122077996 5161204.214991959, -9784835.572932785 5161204.952591283, -9784809.469989806 5161206.115926259, -9784792.88474883 5161206.85503494, -9784759.998758577 5161208.320517442, -9784698.369909624 5161211.066568404, -9784699.012214653 5161160.3391304305, -9784699.213828491 5161144.416833627, -9784699.716708766 5161104.704843245, -9784700.191931874 5161067.17480169, -9784700.2933341 5161059.164524752, -9784686.895695385 5161056.679455117, -9784686.89524531 5161056.6793706035, -9784686.894918099 5161056.679286714, -9784658.02316767 5161051.323988388, -9784618.896203335 5161044.066265306, -9784567.542821612 5161034.54040242, -9784530.965018187 5161027.755171609, -9784471.615631614 5161016.745526898, -9784471.53412735 5161016.730392208, -9784448 5161012.364528906, -9784448 5160881)), ((-9784948 5161381, -9784448 5161381, -9784448 5161283.8730985345, -9784502.360884307 5161281.467517825, -9784584.282209806 5161277.841644808, -9784584.433206357 5161277.834936519, -9784639.442305822 5161275.399816372, -9784651.3719655 5161274.870488752, -9784697.587879382 5161272.819673322, -9784714.682347631 5161272.067048597, -9784715.247906746 5161272.042189591, -9784716.997019652 5161271.965167086, -9784741.930859739 5161270.860608615, -9784756.92213052 5161270.1964874305, -9784756.930241602 5161270.196117748, -9784756.98996831 5161270.193462795, -9784813.449758805 5161267.692020059, -9784864.508401383 5161265.42957144, -9784875.844085036 5161264.927275295, -9784898.216980282 5161263.935799182, -9784948 5161300.194903747, -9784948 5161381)))",0,0,0,0,0,8942.153
160,"POLYGON ((-9784448 5161381, -9784948 5161381, -9784948 5161881, -9784592.899901517 5161881, -9784558.04949423 5161859.502314846, -9784536.12369577 5161845.977165051, -9784536.11417029 5161825.314929781, -9784529.084207997 5161825.62420992, -9784511.542064615 5161826.405859902, -9784511.552387886 5161859.77100244, -9784487.551721737 5161844.967043502, -9784461.078692175 5161828.638022475, -9784459.743283326 5161828.697147017, -9784459.740497628 5161828.697256043, -9784448 5161829.217204967, -9784448 5161381))",0,0,0,0,0,33783.454
161,"POLYGON ((-9784948 5161881, -9784948 5162056.546822189, -9784940.027062824 5162053.6619743295, -9784940.026081491 5162053.6616404485, -9784889.960955553 5162035.5463227285, -9784862.698993187 5162024.434631956, -9784862.698707107 5162024.434507165, -9784862.698421024 5162024.4343823735, -9784845.080744034 5162017.2535693, -9784800.037759468 5161997.126211152, -9784768.044830177 5161981.446776451, -9784768.044626014 5161981.446652076, -9784752.839542542 5161973.994756116, -9784731.334693847 5161962.606032864, -9784712.064121969 5161952.400556294, -9784669.239613704 5161927.868743357, -9784649.17441616 5161915.712311891, -9784636.035219783 5161907.607690206, -9784616.48552149 5161895.5488598095, -9784594.760401078 5161882.147660441, -9784592.899901517 5161881, -9784948 5161881))",0,0,0,0,0,20114.808
162,"POLYGON ((-9784448 5153881, -9784190.949494354 5153881, -9784190.71406303 5153776.111696833, -9784190.385286335 5153629.036554599, -9784190.350727461 5153613.56646708, -9784190.350736083 5153613.564783034, -9784190.345955746 5153611.437217528, -9784420.363543183 5153606.460843881, -9784420.367349532 5153606.460740198, -9784448 5153605.86254965, -9784448 5153881))",0,0,0,0,0,1362.582
163,"POLYGON ((-9784448 5153881, -9784448 5154381, -9784192.068184135 5154381, -9784191.70387172 5154217.5374172805, -9784191.562209578 5154153.9741262, -9784190.949494354 5153881, -9784448 5153881))",0,0,0,0,0,21389.036
164,"POLYGON ((-9784448 5154381, -9784448 5154881, -9783948 5154881, -9783948 5154703.3701582225, -9783971.923761368 5154702.815464341, -9784058.45197315 5154700.808635191, -9784124.753800245 5154699.270359188, -9784137.618593084 5154698.971853291, -9784162.905780192 5154698.384994016, -9784192.772761706 5154697.691758296, -9784192.743787816 5154684.135215155, -9784192.068184135 5154381, -9784448 5154381))",0,0,0,0,0,1835.467
165,"POLYGON ((-9784448 5155381, -9783948 5155381, -9783948 5154881, -9784448 5154881, -9784448 5155381))",0,0,0,0,0,15428.996
166,"POLYGON ((-9784448 5155881, -9783948 5155881, -9783948 5155381, -9784448 5155381, -9784448 5155881))",0,0,0,0,0,15644.097
167,"POLYGON ((-9784448 5156381, -9783948 5156381, -9783948 5155881, -9784448 5155881, -9784448 5156381))",0,0,0,0,0,0
168,"POLYGON ((-9784448 5156881, -9783948 5156881, -9783948 5156381, -9784448 5156381, -9784448 5156881))",0,0,0,0,0,21087.769
169,"POLYGON ((-9784448 5157381, -9783948 5157381, -9783948 5156881, -9784448 5156881, -9784448 5157381))",0,0,0,0,0,16750.107
170,"POLYGON ((-9784448 5157881, -9783948 5157881, -9783948 5157381, -9784448 5157381, -9784448 5157881))",0,0,0,0,0,47896.394
171,"POLYGON ((-9784448 5158381, -9783948 5158381, -9783948 5157881, -9784448 5157881, -9784448 5158381))",0,0,0,0,0,48261.371
172,"POLYGON ((-9784448 5158881, -9783948 5158881, -9783948 5158381, -9784448 5158381, -9784448 5158881))",0,0,0,0,0,346.324
173,"POLYGON ((-9784448 5159381, -9783948 5159381, -9783948 5158881, -9784448 5158881, -9784448 5159381))",0,0,0,0,0,0
174,"POLYGON ((-9784448 5159881, -9783948 5159881, -9783948 5159381, -9784448 5159381, -9784448 5159881))",0,0,0,0,0,19959.921
175,"POLYGON ((-9784448 5160381, -9783948 5160381, -9783948 5159881, -9784448 5159881, -9784448 5160381))",0,0,0,0,0,10739.842
176,"POLYGON ((-9784448 5160881, -9783948 5160881, -9783948 5160381, -9784448 5160381, -9784448 5160881))",0,0,0,0,0,39949.345
177,"MULTIPOLYGON (((-9783948 5160881, -9784448 5160881, -9784448 5161012.364528906, -9784434.429385401 5161009.847016895, -9784368.31782704 5160997.577924552, -9784354.807838235 5160995.000813937, -9784348.866237327 5160993.9136273265, -9784328.118844064 5160990.117285429, -9784327.762219086 5160990.052021462, -9784268.703833494 5160979.0900876885, -9784255.644594671 5160976.666108604, -9784226.798898265 5160971.316050111, -9784200.7033227 5160966.476015125, -9784195.695497997 5160965.480044609, -9784174.040251648 5160961.016502659, -9784122.28228176 5160950.347899805, -9784122.28060437 5160950.347562279, -9784077.830985878 5160941.185169509, -9784062.444472978 5160937.794765187, -9784047.647166567 5160934.534160862, -9783960.302960306 5160915.287320654, -9783953.917466871 5160920.992705943, -9783948 5160919.631126444, -9783948 5160881)), ((-9784448 5161381, -9783948 5161381, -9783948 5161322.444550646, -9783986.673717987 5161320.7351878425, -9783986.710791524 5161320.733530192, -9784167.22746185 5161312.752535048, -9784253.522960134 5161308.936034684, -9784288.013629457 5161307.410430053, -9784348.39347576 5161304.739350942, -9784354.894416347 5161304.451752309, -9784354.99214499 5161296.816909441, -9784355.105169998 5161287.983439145, -9784413.42290886 5161285.40320579, -9784448 5161283.8730985345, -9784448 5161381)))",0,0,0,0,0,14434.78
178,"POLYGON ((-9783948 5161381, -9784448 5161381, -9784448 5161829.217204967, -9784410.890951538 5161830.860645512, -9784348.12377816 5161833.64010103, -9784348.628754908 5161794.1715934435, -9784348.628764778 5161794.16966131, -9784349.163163943 5161752.404523101, -9784350.754309975 5161628.04335996, -9784350.878521817 5161618.3365188725, -9784351.926385771 5161536.433870747, -9784353.863327118 5161385.045265054, -9784342.740083275 5161385.594531352, -9784319.845338931 5161386.725081031, -9784264.869763518 5161389.439526579, -9784265.278784871 5161399.973399656, -9784265.278858788 5161399.97496216, -9784267.815322373 5161465.300288645, -9784268.333478853 5161478.647478341, -9784248.08514118 5161479.540250458, -9784248.08485428 5161479.5402900865, -9784248.084567592 5161479.540288609, -9784229.548635783 5161480.357456041, -9784229.547652643 5161480.357492077, -9784229.901208714 5161488.415228486, -9784229.901283046 5161488.4167087935, -9784230.142355593 5161493.910603339, -9784230.98673837 5161513.15681569, -9784232.568530457 5161549.21069821, -9784233.475714236 5161569.887701616, -9784233.471740473 5161569.887886663, -9784220.867446987 5161570.44339791, -9784207.379553689 5161571.037825236, -9784192.565953823 5161571.690628997, -9784151.655933209 5161573.50139541, -9784130.677636005 5161574.4298240105, -9784110.725661198 5161575.312826659, -9784080.390938496 5161576.6513647735, -9784053.176681064 5161561.947192456, -9784028.1569773 5161548.428659529, -9784011.330777401 5161539.337206549, -9784001.957915436 5161534.272900265, -9783971.299197368 5161517.707331635, -9783971.291927382 5161517.703388566, -9783948 5161505.118221734, -9783948 5161381))",0,0,0,0,0,18204.4
179,"POLYGON ((-9783948 5154881, -9783448 5154881, -9783448 5154624.611989818, -9783454.09538573 5154625.689803775, -9783464.511110436 5154627.5315111885, -9783488.04476345 5154631.692741249, -9783514.636085445 5154636.394577475, -9783548.697401153 5154642.419703837, -9783576.010804715 5154647.251098171, -9783611.957710033 5154653.60952188, -9783626.022010243 5154656.097226422, -9783636.89429243 5154658.020294089, -9783650.275581364 5154660.387158597, -9783681.756594662 5154665.954414503, -9783714.10778399 5154671.675427634, -9783724.760770096 5154673.559256694, -9783737.928454056 5154675.887999452, -9783754.497458987 5154678.818297327, -9783759.887338594 5154679.7715101335, -9783771.354095096 5154681.799400779, -9783790.275118833 5154685.145568136, -9783797.037972713 5154686.341535947, -9783813.632696284 5154689.275729205, -9783825.961114815 5154691.455594668, -9783827.264406566 5154691.686048668, -9783837.480200121 5154693.49230679, -9783837.483226132 5154693.492815472, -9783853.724806232 5154696.364512961, -9783866.169821557 5154698.564898425, -9783899.68063991 5154704.489861249, -9783923.15114711 5154703.946301182, -9783948 5154703.3701582225, -9783948 5154881))",0,0,0,0,0,25000.154
180,"POLYGON ((-9783948 5155381, -9783448 5155381, -9783448 5154881, -9783948 5154881, -9783948 5155381))",0,0,0,0,0,9064.417
181,"POLYGON ((-9783948 5155881, -9783448 5155881, -9783448 5155381, -9783948 5155381, -9783948 5155881))",0,0,0,0,0,2977.795
182,"POLYGON ((-9783948 5156381, -9783448 5156381, -9783448 5155881, -9783948 5155881, -9783948 5156381))",0,0,0,0,0,1778.585
183,"POLYGON ((-9783948 5156881, -9783448 5156881, -9783448 5156381, -9783948 5156381, -9783948 5156881))",0,0,0,0,0,23854.587
184,"POLYGON ((-9783948 5157381, -9783448 5157381, -9783448 5156881, -9783948 5156881, -9783948 5157381))",1,0,1,0,0,75422.086
185,"POLYGON ((-9783948 5157881, -9783448 5157881, -9783448 5157381, -9783948 5157381, -9783948 5157881))",0,0,0,0,0,80525.117
186,"POLYGON ((-9783948 5158381, -9783448 5158381, -9783448 5157881, -9783948 5157881, -9783948 5158381))",0,0,0,0,0,60149.348
187,"POLYGON ((-9783948 5158881, -9783448 5158881, -9783448 5158381, -9783948 5158381, -9783948 5158881))",0,0,0,0,0,1282.106
188,"POLYGON ((-9783948 5159381, -9783448 5159381, -9783448 5158881, -9783948 5158881, -9783948 5159381))",0,0,0,0,0,21120.205
189,"POLYGON ((-9783948 5159881, -9783448 5159881, -9783448 5159381, -9783948 5159381, -9783948 5159881))",0,0,0,0,0,104761.174
190,"POLYGON ((-9783948 5160381, -9783448 5160381, -9783448 5159881, -9783948 5159881, -9783948 5160381))",0,0,0,0,0,70022.626
191,"POLYGON ((-9783448 5160381, -9783948 5160381, -9783948 5160881, -9783776.595789138 5160881, -9783710.935313646 5160864.3256732635, -9783686.313510058 5160858.072604412, -9783619.447070362 5160840.113721483, -9783570.019208176 5160826.841091839, -9783508.40792268 5160809.599582805, -9783506.297806052 5160809.004912761, -9783448 5160791.148228881, -9783448 5160381))",1,0,0,0,0,51878.732
192,"MULTIPOLYGON (((-9783948 5160881, -9783948 5160919.631126444, -9783920.10490165 5160913.212603981, -9783891.628069777 5160906.389071133, -9783850.911696443 5160896.634373152, -9783803.018074542 5160887.709878609, -9783776.595789138 5160881, -9783948 5160881)), ((-9783948 5161381, -9783912.664845055 5161381, -9783912.753229922 5161363.851891671, -9783912.898194019 5161335.7262644265, -9783912.958666982 5161323.9933728045, -9783916.019624326 5161323.858070407, -9783948 5161322.444550646, -9783948 5161381)))",0,0,0,0,0,5815.857
193,"POLYGON ((-9783948 5161381, -9783948 5161505.118221734, -9783946.724995198 5161504.429307164, -9783936.526809286 5161498.918750265, -9783905.082793487 5161481.927997632, -9783887.134392526 5161472.229547527, -9783881.507176299 5161469.188838617, -9783869.692109007 5161462.804405421, -9783873.83589912 5161455.034420892, -9783879.078933189 5161445.203286059, -9783889.005378768 5161426.590348313, -9783897.946933875 5161409.824139993, -9783897.947802197 5161409.822541265, -9783898.125260394 5161409.489866619, -9783898.126129143 5161409.488185677, -9783899.515401077 5161406.883114141, -9783905.636631668 5161406.6125523215, -9783912.534404308 5161406.307623483, -9783912.547710216 5161403.726072873, -9783912.664845055 5161381, -9783948 5161381))",0,0,0,0,0,0
194,"POLYGON ((-9783448 5154881, -9782948 5154881, -9782948 5154558.5559956115, -9783002.74351617 5154566.95615816, -9783017.04771003 5154569.151017165, -9783036.491106078 5154572.134400873, -9783100.841147948 5154582.007943876, -9783114.387946265 5154584.086436437, -9783183.032906111 5154594.618400057, -9783185.037506687 5154585.377716892, -9783206.374615204 5154589.235575307, -9783206.3761691 5154589.23582996, -9783206.520300668 5154589.261893436, -9783214.420393243 5154590.689487474, -9783241.143652203 5154595.518343063, -9783241.281119253 5154595.543179678, -9783249.698461894 5154597.064169105, -9783266.340176739 5154600.068345822, -9783277.38920048 5154602.063727939, -9783277.39251227 5154602.064361537, -9783296.000692915 5154605.424793863, -9783307.12244231 5154607.438599593, -9783319.62314088 5154609.698182436, -9783319.65691491 5154609.704275231, -9783337.614857953 5154612.950217478, -9783347.955507008 5154614.8193027135, -9783369.992685447 5154618.8024859615, -9783383.510593155 5154621.239652151, -9783383.486851081 5154613.204345639, -9783401.40875621 5154616.373448174, -9783424.3519493 5154620.430433431, -9783448 5154624.611989818, -9783448 5154881))",1,0,0,0,0,40639.793
195,"POLYGON ((-9783448 5155381, -9782948 5155381, -9782948 5154881, -9783448 5154881, -9783448 5155381))",0,0,0,0,0,57539.06
196,"POLYGON ((-9783448 5155881, -9782948 5155881, -9782948 5155381, -9783448 5155381, -9783448 5155881))",0,0,0,0,0,45723.264
197,"POLYGON ((-9783448 5156381, -9782948 5156381, -9782948 5155881, -9783448 5155881, -9783448 5156381))",0,0,0,0,0,1661.862
198,"POLYGON ((-9783448 5156881, -9782948 5156881, -9782948 5156381, -9783448 5156381, -9783448 5156881))",0,0,0,0,0,18145.222
199,"POLYGON ((-9783448 5157381, -9782948 5157381, -9782948 5156881, -9783448 5156881, -9783448 5157381))",0,0,0,0,0,59922.123
200,"POLYGON ((-9783448 5157881, -9782948 5157881, -9782948 5157381, -9783448 5157381, -9783448 5157881))",0,0,0,0,0,104219.481
201,"POLYGON ((-9783448 5158381, -9782948 5158381, -9782948 5157881, -9783448 5157881, -9783448 5158381))",0,3,0,0,0,100231.735
202,"POLYGON ((-9783448 5158881, -9782948 5158881, -9782948 5158381, -9783448 5158381, -9783448 5158881))",0,0,0,0,0,115824.464
203,"POLYGON ((-9783448 5159381, -9782948 5159381, -9782948 5158881, -9783448 5158881, -9783448 5159381))",1,0,1,0,0,133706.07
204,"POLYGON ((-9783448 5159881, -9782948 5159881, -9782948 5159381, -9783448 5159381, -9783448 5159881))",0,0,0,0,0,164138.442
205,"POLYGON ((-9782948 5159881, -9783448 5159881, -9783448 5160381, -9783262.24850707 5160381, -9783262.514639942 5160265.564766393, -9783262.557195885 5160247.100965276, -9783262.561325274 5160245.314046979, -9783253.310824402 5160245.704779726, -9783253.309595684 5160245.704814367, -9783250.125797315 5160245.8392832065, -9783249.052639281 5160245.884563992, -9783224.443741292 5160246.920786685, -9783070.941148635 5160253.378171664, -9782962.144001082 5160257.9535819525, -9782948 5160258.5482343435, -9782948 5159881))",0,1,1,0,0,90469.856
206,"POLYGON ((-9783448 5160381, -9783448 5160791.148228881, -9783399.170371862 5160776.1916585965, -9783314.229199706 5160750.169672063, -9783309.049489174 5160749.229778075, -9783308.482852222 5160724.338342602, -9783308.353454672 5160724.296269086, -9783308.351982756 5160724.29580919, -9783261.492166555 5160709.073013103, -9783261.531453041 5160692.020567399, -9783261.542329853 5160687.302448567, -9783261.542338869 5160687.300722184, -9783262.24850707 5160381, -9783448 5160381))",0,0,0,0,0,39569.89
207,"POLYGON ((-9782948 5154881, -9782845.833063973 5154881, -9782845.702571874 5154850.088195601, -9782845.676055582 5154844.2217398165, -9782845.63689002 5154835.072963215, -9782845.498286467 5154802.723579603, -9782845.363977235 5154771.362883913, -9782845.314127587 5154759.733035679, -9782845.314129531 5154759.732665969, -9782845.314131476 5154759.732296259, -9782845.169098966 5154725.874751168, -9782845.137396427 5154716.886790575, -9782845.08123568 5154700.995661362, -9782844.869955612 5154641.169241737, -9782844.837903658 5154632.099979279, -9782844.788174089 5154618.028236531, -9782844.620055877 5154570.434085066, -9782889.813566329 5154564.02752693, -9782899.260598369 5154562.688326754, -9782938.592629863 5154557.112474189, -9782948 5154558.5559956115, -9782948 5154881))",0,0,0,0,0,0
208,"POLYGON ((-9782948 5154881, -9782948 5155381, -9782847.965839524 5155381, -9782847.87394995 5155359.43571043, -9782847.825566802 5155348.07848462, -9782847.537596941 5155280.504168831, -9782847.443668595 5155258.464175671, -9782847.443268826 5155258.376791308, -9782846.974196415 5155148.287479048, -9782846.934607662 5155138.6741865575, -9782846.919980278 5155135.223149521, -9782846.761584634 5155098.50484608, -9782846.64725377 5155072.003903618, -9782846.646932127 5155071.9327896675, -9782846.573276525 5155054.8619430205, -9782846.316219544 5154995.285283967, -9782846.281962426 5154987.342658366, -9782846.26342266 5154982.955002932, -9782846.218570773 5154972.327470958, -9782846.218575092 5154972.3266493585, -9782846.110421302 5154946.705837204, -9782845.995106231 5154919.389028118, -9782845.992427215 5154918.754683039, -9782845.923678173 5154902.470832185, -9782845.859614216 5154887.2879992975, -9782845.85899147 5154887.141871556, -9782845.833063973 5154881, -9782948 5154881))",0,0,0,0,0,10951.947
209,"POLYGON ((-9782948 5155381, -9782948 5155881, -9782849.262546502 5155881, -9782849.700671608 5155827.02170564, -9782849.810338996 5155813.491136763, -9782849.80562782 5155812.418306735, -9782849.75078639 5155799.8916947, -9782849.097671242 5155646.620154336, -9782849.00272954 5155624.328173045, -9782848.237827787 5155444.829152994, -9782847.965839524 5155381, -9782948 5155381))",0,0,0,0,0,18780.07
210,"POLYGON ((-9782948 5155881, -9782948 5156381, -9782845.265295977 5156381, -9782845.341286471 5156364.068175267, -9782845.497317044 5156344.849010339, -9782846.07968963 5156273.11233535, -9782846.38872918 5156235.044621139, -9782847.36859486 5156114.330397367, -9782847.485975338 5156099.872114773, -9782848.44179593 5155982.119457646, -9782848.441807603 5155982.117239091, -9782848.657346904 5155955.561014993, -9782848.65751689 5155955.536487938, -9782849.164696822 5155893.055366806, -9782849.262546502 5155881, -9782948 5155881))",0,0,0,0,0,7285.455
211,"POLYGON ((-9782948 5156381, -9782948 5156881, -9782843.021129245 5156881, -9782843.180126391 5156845.578653003, -9782843.512707526 5156771.479169251, -9782843.87872965 5156689.927470525, -9782843.878810588 5156689.919869586, -9782844.106779177 5156639.118953112, -9782844.279749462 5156600.580709498, -9782844.28002415 5156600.512956664, -9782844.943891378 5156452.613777359, -9782845.265295977 5156381, -9782948 5156381))",0,0,0,0,0,1318.826
212,"POLYGON ((-9782948 5156881, -9782948 5157381, -9782448 5157381, -9782448 5156927.271708446, -9782458.832369242 5156926.909391774, -9782499.79829392 5156925.537514832, -9782500.466094786 5156925.515152305, -9782542.00657936 5156924.123849116, -9782555.367216563 5156923.676883782, -9782842.872756923 5156914.054350777, -9782843.021129245 5156881, -9782948 5156881))",0,0,0,0,0,32080.953
213,"POLYGON ((-9782948 5157881, -9782448 5157881, -9782448 5157381, -9782948 5157381, -9782948 5157881))",0,0,0,0,0,76548.023
214,"POLYGON ((-9782948 5158381, -9782448 5158381, -9782448 5157881, -9782948 5157881, -9782948 5158381))",0,0,0,0,0,52761.47
215,"POLYGON ((-9782948 5158881, -9782448 5158881, -9782448 5158381, -9782948 5158381, -9782948 5158881))",0,0,0,0,0,79955.442
216,"POLYGON ((-9782448 5158881, -9782948 5158881, -9782948 5159381, -9782559.695601823 5159381, -9782552.059454966 5159352.473387355, -9782514.94116488 5159213.8077979, -9782513.552108962 5159208.6184681, -9782485.022758063 5159102.037772082, -9782484.203316456 5159098.976346024, -9782479.43614527 5159081.168905397, -9782460.876462478 5159011.839967931, -9782448 5158963.74010073, -9782448 5158881))",0,0,0,0,0,77963.143
